Global seed set to 42
Downloading http://yann.lecun.com/exdb/mnist/train-images-idx3-ubyte.gz
Downloading http://yann.lecun.com/exdb/mnist/train-images-idx3-ubyte.gz to /scratch/MNIST/raw/train-images-idx3-ubyte.gz
  0%|          | 0/9912422 [00:00<?, ?it/s]100%|██████████| 9912422/9912422 [00:00<00:00, 127027862.38it/s]
Extracting /scratch/MNIST/raw/train-images-idx3-ubyte.gz to /scratch/MNIST/raw

Downloading http://yann.lecun.com/exdb/mnist/train-labels-idx1-ubyte.gz
Downloading http://yann.lecun.com/exdb/mnist/train-labels-idx1-ubyte.gz to /scratch/MNIST/raw/train-labels-idx1-ubyte.gz
  0%|          | 0/28881 [00:00<?, ?it/s]100%|██████████| 28881/28881 [00:00<00:00, 99536313.74it/s]
Extracting /scratch/MNIST/raw/train-labels-idx1-ubyte.gz to /scratch/MNIST/raw

Downloading http://yann.lecun.com/exdb/mnist/t10k-images-idx3-ubyte.gz
Downloading http://yann.lecun.com/exdb/mnist/t10k-images-idx3-ubyte.gz to /scratch/MNIST/raw/t10k-images-idx3-ubyte.gz
  0%|          | 0/1648877 [00:00<?, ?it/s]100%|██████████| 1648877/1648877 [00:00<00:00, 90168075.58it/s]
Extracting /scratch/MNIST/raw/t10k-images-idx3-ubyte.gz to /scratch/MNIST/raw

Downloading http://yann.lecun.com/exdb/mnist/t10k-labels-idx1-ubyte.gz
Downloading http://yann.lecun.com/exdb/mnist/t10k-labels-idx1-ubyte.gz to /scratch/MNIST/raw/t10k-labels-idx1-ubyte.gz
  0%|          | 0/4542 [00:00<?, ?it/s]100%|██████████| 4542/4542 [00:00<00:00, 21381064.84it/s]
Extracting /scratch/MNIST/raw/t10k-labels-idx1-ubyte.gz to /scratch/MNIST/raw

/home/lcur0640/.conda/envs/dl2022/lib/python3.10/site-packages/torch/utils/data/dataloader.py:554: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 3, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
Using device cuda:0
====> Epoch 0 : Average loss: 0.3266, AE Loss: 0.1413, Discriminator Loss: 0.0248,         Generator Loss: 0.0000, Recon Loss: 0.1420, Loss Real 0.0248, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 11 : Average loss: 0.0762, AE Loss: 0.0833, Discriminator Loss: 0.0009,         Generator Loss: 0.0000, Recon Loss: 0.0837, Loss Real 0.0009, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 12 : Average loss: 0.0748, AE Loss: 0.0735, Discriminator Loss: 0.0006,         Generator Loss: 0.0000, Recon Loss: 0.0738, Loss Real 0.0006, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 13 : Average loss: 0.0734, AE Loss: 0.0787, Discriminator Loss: 0.0012,         Generator Loss: 0.0000, Recon Loss: 0.0791, Loss Real 0.0012, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 14 : Average loss: 0.0722, AE Loss: 0.0684, Discriminator Loss: 0.0004,         Generator Loss: 0.0000, Recon Loss: 0.0688, Loss Real 0.0004, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 15 : Average loss: 0.0711, AE Loss: 0.0710, Discriminator Loss: 0.0005,         Generator Loss: 0.0000, Recon Loss: 0.0713, Loss Real 0.0005, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 16 : Average loss: 0.0701, AE Loss: 0.0613, Discriminator Loss: 0.0005,         Generator Loss: 0.0000, Recon Loss: 0.0616, Loss Real 0.0005, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 17 : Average loss: 0.0692, AE Loss: 0.0724, Discriminator Loss: 0.0007,         Generator Loss: 0.0000, Recon Loss: 0.0728, Loss Real 0.0007, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 18 : Average loss: 0.0684, AE Loss: 0.0634, Discriminator Loss: 0.0004,         Generator Loss: 0.0000, Recon Loss: 0.0637, Loss Real 0.0004, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 19 : Average loss: 0.0676, AE Loss: 0.0701, Discriminator Loss: 0.0004,         Generator Loss: 0.0000, Recon Loss: 0.0705, Loss Real 0.0004, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 20 : Average loss: 0.0669, AE Loss: 0.0667, Discriminator Loss: 0.0004,         Generator Loss: 0.0000, Recon Loss: 0.0671, Loss Real 0.0004, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 21 : Average loss: 0.0662, AE Loss: 0.0625, Discriminator Loss: 0.0003,         Generator Loss: 0.0000, Recon Loss: 0.0628, Loss Real 0.0003, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 22 : Average loss: 0.0656, AE Loss: 0.0557, Discriminator Loss: 0.0002,         Generator Loss: 0.0000, Recon Loss: 0.0559, Loss Real 0.0002, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 23 : Average loss: 0.0650, AE Loss: 0.0686, Discriminator Loss: 0.0004,         Generator Loss: 0.0000, Recon Loss: 0.0689, Loss Real 0.0004, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 24 : Average loss: 0.0645, AE Loss: 0.0664, Discriminator Loss: 0.0002,         Generator Loss: 0.0000, Recon Loss: 0.0667, Loss Real 0.0002, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 25 : Average loss: 0.0639, AE Loss: 0.0721, Discriminator Loss: 0.0003,         Generator Loss: 0.0000, Recon Loss: 0.0724, Loss Real 0.0003, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 26 : Average loss: 0.0635, AE Loss: 0.0685, Discriminator Loss: 0.0002,         Generator Loss: 0.0000, Recon Loss: 0.0689, Loss Real 0.0002, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 27 : Average loss: 0.0630, AE Loss: 0.0480, Discriminator Loss: 0.0002,         Generator Loss: 0.0000, Recon Loss: 0.0483, Loss Real 0.0002, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 28 : Average loss: 0.0625, AE Loss: 0.0623, Discriminator Loss: 0.0001,         Generator Loss: 0.0000, Recon Loss: 0.0626, Loss Real 0.0001, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 29 : Average loss: 0.0621, AE Loss: 0.0587, Discriminator Loss: 0.0002,         Generator Loss: 0.0000, Recon Loss: 0.0590, Loss Real 0.0002, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 30 : Average loss: 0.0617, AE Loss: 0.0625, Discriminator Loss: 0.0002,         Generator Loss: 0.0000, Recon Loss: 0.0628, Loss Real 0.0002, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 31 : Average loss: 0.0613, AE Loss: 0.0617, Discriminator Loss: 0.0001,         Generator Loss: 0.0000, Recon Loss: 0.0621, Loss Real 0.0001, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 32 : Average loss: 0.0609, AE Loss: 0.0731, Discriminator Loss: 0.0002,         Generator Loss: 0.0000, Recon Loss: 0.0735, Loss Real 0.0002, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 33 : Average loss: 0.0606, AE Loss: 0.0629, Discriminator Loss: 0.0003,         Generator Loss: 0.0000, Recon Loss: 0.0632, Loss Real 0.0003, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 34 : Average loss: 0.0602, AE Loss: 0.0688, Discriminator Loss: 0.0001,         Generator Loss: 0.0000, Recon Loss: 0.0691, Loss Real 0.0001, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 35 : Average loss: 0.0598, AE Loss: 0.0631, Discriminator Loss: 0.0002,         Generator Loss: 0.0000, Recon Loss: 0.0634, Loss Real 0.0002, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 36 : Average loss: 0.0595, AE Loss: 0.0658, Discriminator Loss: 0.0001,         Generator Loss: 0.0000, Recon Loss: 0.0661, Loss Real 0.0001, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 37 : Average loss: 0.0592, AE Loss: 0.0518, Discriminator Loss: 0.0001,         Generator Loss: 0.0000, Recon Loss: 0.0520, Loss Real 0.0001, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 38 : Average loss: 0.0588, AE Loss: 0.0630, Discriminator Loss: 0.0002,         Generator Loss: 0.0000, Recon Loss: 0.0633, Loss Real 0.0002, Loss Fake 0.0000,          Accuracy 1.0000
====> Epoch 39 : Average loss: 0.0585, AE Loss: 0.0548, Discriminator Loss: 0.0001,         Generator Loss: 0.0000, Recon Loss: 0.0551, Loss Real 0.0001, Loss Fake 0.0000,          Accuracy 1.0000
srun: Job step aborted: Waiting up to 32 seconds for job step to finish.
slurmstepd: error: *** STEP 10491708.0 ON r31n6 CANCELLED AT 2022-12-09T16:02:29 ***
slurmstepd: error: *** JOB 10491708 ON r31n6 CANCELLED AT 2022-12-09T16:02:29 ***
