Global seed set to 42
Downloading http://yann.lecun.com/exdb/mnist/train-images-idx3-ubyte.gz
Downloading http://yann.lecun.com/exdb/mnist/train-images-idx3-ubyte.gz to /scratch/MNIST/raw/train-images-idx3-ubyte.gz
  0%|          | 0/9912422 [00:00<?, ?it/s]100%|██████████| 9912422/9912422 [00:00<00:00, 148854160.31it/s]
Extracting /scratch/MNIST/raw/train-images-idx3-ubyte.gz to /scratch/MNIST/raw

Downloading http://yann.lecun.com/exdb/mnist/train-labels-idx1-ubyte.gz
Downloading http://yann.lecun.com/exdb/mnist/train-labels-idx1-ubyte.gz to /scratch/MNIST/raw/train-labels-idx1-ubyte.gz
  0%|          | 0/28881 [00:00<?, ?it/s]100%|██████████| 28881/28881 [00:00<00:00, 102138021.77it/s]
Extracting /scratch/MNIST/raw/train-labels-idx1-ubyte.gz to /scratch/MNIST/raw

Downloading http://yann.lecun.com/exdb/mnist/t10k-images-idx3-ubyte.gz
Downloading http://yann.lecun.com/exdb/mnist/t10k-images-idx3-ubyte.gz to /scratch/MNIST/raw/t10k-images-idx3-ubyte.gz
  0%|          | 0/1648877 [00:00<?, ?it/s]100%|██████████| 1648877/1648877 [00:00<00:00, 119807559.92it/s]
Extracting /scratch/MNIST/raw/t10k-images-idx3-ubyte.gz to /scratch/MNIST/raw

Downloading http://yann.lecun.com/exdb/mnist/t10k-labels-idx1-ubyte.gz
Downloading http://yann.lecun.com/exdb/mnist/t10k-labels-idx1-ubyte.gz to /scratch/MNIST/raw/t10k-labels-idx1-ubyte.gz
  0%|          | 0/4542 [00:00<?, ?it/s]100%|██████████| 4542/4542 [00:00<00:00, 20843029.29it/s]
Extracting /scratch/MNIST/raw/t10k-labels-idx1-ubyte.gz to /scratch/MNIST/raw

/home/lcur0640/.conda/envs/dl2022/lib/python3.10/site-packages/torch/utils/data/dataloader.py:554: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 3, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  warnings.warn(_create_warning_msg(
Using device cuda:0
====> Epoch 0 : Average loss: 1.3189, AE Loss: 0.0853, Discriminator Loss: 1.2215,         Generator Loss: 0.7773, Recon Loss: 0.0818, Loss Real 0.5886, Loss Fake 0.6329,          Accuracy 0.7500
====> Epoch 11 : Average loss: 1.1922, AE Loss: 0.0581, Discriminator Loss: 1.2090,         Generator Loss: 1.0427, Recon Loss: 0.0532, Loss Real 0.6798, Loss Fake 0.5292,          Accuracy 0.6875
====> Epoch 12 : Average loss: 1.1903, AE Loss: 0.0630, Discriminator Loss: 1.0802,         Generator Loss: 1.0920, Recon Loss: 0.0579, Loss Real 0.6051, Loss Fake 0.4751,          Accuracy 0.7188
====> Epoch 13 : Average loss: 1.1957, AE Loss: 0.0681, Discriminator Loss: 1.2352,         Generator Loss: 1.0580, Recon Loss: 0.0631, Loss Real 0.6784, Loss Fake 0.5568,          Accuracy 0.6406
====> Epoch 14 : Average loss: 1.1942, AE Loss: 0.0491, Discriminator Loss: 1.1326,         Generator Loss: 0.9956, Recon Loss: 0.0444, Loss Real 0.5301, Loss Fake 0.6025,          Accuracy 0.7344
====> Epoch 15 : Average loss: 1.1894, AE Loss: 0.0546, Discriminator Loss: 1.0742,         Generator Loss: 1.0782, Recon Loss: 0.0495, Loss Real 0.5757, Loss Fake 0.4984,          Accuracy 0.7500
====> Epoch 16 : Average loss: 1.1898, AE Loss: 0.0467, Discriminator Loss: 1.0445,         Generator Loss: 1.0884, Recon Loss: 0.0414, Loss Real 0.5670, Loss Fake 0.4775,          Accuracy 0.7656
====> Epoch 17 : Average loss: 1.1912, AE Loss: 0.0589, Discriminator Loss: 1.0501,         Generator Loss: 1.0947, Recon Loss: 0.0537, Loss Real 0.5283, Loss Fake 0.5218,          Accuracy 0.7344
====> Epoch 18 : Average loss: 1.1919, AE Loss: 0.0488, Discriminator Loss: 1.1827,         Generator Loss: 0.9935, Recon Loss: 0.0440, Loss Real 0.6073, Loss Fake 0.5754,          Accuracy 0.7500
====> Epoch 19 : Average loss: 1.1895, AE Loss: 0.0549, Discriminator Loss: 1.1226,         Generator Loss: 0.9658, Recon Loss: 0.0503, Loss Real 0.5567, Loss Fake 0.5659,          Accuracy 0.7031
====> Epoch 20 : Average loss: 1.1883, AE Loss: 0.0542, Discriminator Loss: 1.1988,         Generator Loss: 0.8975, Recon Loss: 0.0499, Loss Real 0.5732, Loss Fake 0.6256,          Accuracy 0.6562
====> Epoch 21 : Average loss: 1.1877, AE Loss: 0.0547, Discriminator Loss: 1.2725,         Generator Loss: 1.0873, Recon Loss: 0.0495, Loss Real 0.7611, Loss Fake 0.5114,          Accuracy 0.6719
====> Epoch 22 : Average loss: 1.1891, AE Loss: 0.0479, Discriminator Loss: 1.2141,         Generator Loss: 0.9521, Recon Loss: 0.0434, Loss Real 0.6164, Loss Fake 0.5977,          Accuracy 0.6406
====> Epoch 23 : Average loss: 1.1900, AE Loss: 0.0528, Discriminator Loss: 1.1112,         Generator Loss: 1.0350, Recon Loss: 0.0479, Loss Real 0.5586, Loss Fake 0.5526,          Accuracy 0.7188
====> Epoch 24 : Average loss: 1.1860, AE Loss: 0.0559, Discriminator Loss: 1.1183,         Generator Loss: 1.1000, Recon Loss: 0.0507, Loss Real 0.6558, Loss Fake 0.4625,          Accuracy 0.7031
====> Epoch 25 : Average loss: 1.1879, AE Loss: 0.0549, Discriminator Loss: 1.1163,         Generator Loss: 1.0576, Recon Loss: 0.0498, Loss Real 0.5892, Loss Fake 0.5271,          Accuracy 0.7188
====> Epoch 26 : Average loss: 1.1891, AE Loss: 0.0535, Discriminator Loss: 1.1299,         Generator Loss: 1.0125, Recon Loss: 0.0487, Loss Real 0.5623, Loss Fake 0.5676,          Accuracy 0.7031
====> Epoch 27 : Average loss: 1.1881, AE Loss: 0.0426, Discriminator Loss: 1.1516,         Generator Loss: 1.0308, Recon Loss: 0.0376, Loss Real 0.5979, Loss Fake 0.5537,          Accuracy 0.6875
====> Epoch 28 : Average loss: 1.1894, AE Loss: 0.0519, Discriminator Loss: 1.0681,         Generator Loss: 1.0989, Recon Loss: 0.0466, Loss Real 0.5814, Loss Fake 0.4867,          Accuracy 0.7969
====> Epoch 29 : Average loss: 1.1929, AE Loss: 0.0505, Discriminator Loss: 1.0589,         Generator Loss: 0.9820, Recon Loss: 0.0458, Loss Real 0.4787, Loss Fake 0.5801,          Accuracy 0.7500
====> Epoch 30 : Average loss: 1.1894, AE Loss: 0.0553, Discriminator Loss: 1.1166,         Generator Loss: 1.1701, Recon Loss: 0.0497, Loss Real 0.6544, Loss Fake 0.4622,          Accuracy 0.7812
====> Epoch 31 : Average loss: 1.1898, AE Loss: 0.0519, Discriminator Loss: 1.0960,         Generator Loss: 1.0214, Recon Loss: 0.0470, Loss Real 0.5575, Loss Fake 0.5384,          Accuracy 0.7344
====> Epoch 32 : Average loss: 1.1883, AE Loss: 0.0581, Discriminator Loss: 1.1751,         Generator Loss: 0.9289, Recon Loss: 0.0538, Loss Real 0.5815, Loss Fake 0.5936,          Accuracy 0.7344
====> Epoch 33 : Average loss: 1.1925, AE Loss: 0.0547, Discriminator Loss: 1.2083,         Generator Loss: 0.9544, Recon Loss: 0.0502, Loss Real 0.6231, Loss Fake 0.5852,          Accuracy 0.6562
====> Epoch 34 : Average loss: 1.1928, AE Loss: 0.0542, Discriminator Loss: 1.2535,         Generator Loss: 0.9856, Recon Loss: 0.0495, Loss Real 0.6034, Loss Fake 0.6501,          Accuracy 0.6094
====> Epoch 35 : Average loss: 1.1897, AE Loss: 0.0551, Discriminator Loss: 0.9975,         Generator Loss: 0.9725, Recon Loss: 0.0505, Loss Real 0.4471, Loss Fake 0.5504,          Accuracy 0.7812
====> Epoch 36 : Average loss: 1.1934, AE Loss: 0.0538, Discriminator Loss: 1.1712,         Generator Loss: 0.9986, Recon Loss: 0.0490, Loss Real 0.5775, Loss Fake 0.5937,          Accuracy 0.6250
====> Epoch 37 : Average loss: 1.1951, AE Loss: 0.0437, Discriminator Loss: 1.0074,         Generator Loss: 1.1301, Recon Loss: 0.0382, Loss Real 0.5093, Loss Fake 0.4981,          Accuracy 0.8125
====> Epoch 38 : Average loss: 1.1916, AE Loss: 0.0531, Discriminator Loss: 1.0945,         Generator Loss: 0.9397, Recon Loss: 0.0487, Loss Real 0.4664, Loss Fake 0.6281,          Accuracy 0.6719
====> Epoch 39 : Average loss: 1.1930, AE Loss: 0.0469, Discriminator Loss: 1.1379,         Generator Loss: 0.9966, Recon Loss: 0.0421, Loss Real 0.5911, Loss Fake 0.5467,          Accuracy 0.7344
====> Epoch 40 : Average loss: 1.1938, AE Loss: 0.0443, Discriminator Loss: 0.9283,         Generator Loss: 1.0830, Recon Loss: 0.0391, Loss Real 0.4713, Loss Fake 0.4570,          Accuracy 0.8438
====> Epoch 41 : Average loss: 1.1942, AE Loss: 0.0501, Discriminator Loss: 1.1687,         Generator Loss: 0.9288, Recon Loss: 0.0457, Loss Real 0.5741, Loss Fake 0.5946,          Accuracy 0.7031
====> Epoch 42 : Average loss: 1.1951, AE Loss: 0.0538, Discriminator Loss: 1.3436,         Generator Loss: 0.9708, Recon Loss: 0.0492, Loss Real 0.7000, Loss Fake 0.6435,          Accuracy 0.6562
====> Epoch 43 : Average loss: 1.1919, AE Loss: 0.0449, Discriminator Loss: 1.1456,         Generator Loss: 1.1113, Recon Loss: 0.0395, Loss Real 0.6690, Loss Fake 0.4766,          Accuracy 0.7188
====> Epoch 44 : Average loss: 1.1951, AE Loss: 0.0450, Discriminator Loss: 1.2217,         Generator Loss: 1.0499, Recon Loss: 0.0400, Loss Real 0.6723, Loss Fake 0.5494,          Accuracy 0.7031
====> Epoch 45 : Average loss: 1.1917, AE Loss: 0.0538, Discriminator Loss: 1.2452,         Generator Loss: 1.0422, Recon Loss: 0.0488, Loss Real 0.7451, Loss Fake 0.5001,          Accuracy 0.7188
====> Epoch 46 : Average loss: 1.1966, AE Loss: 0.0516, Discriminator Loss: 1.0541,         Generator Loss: 1.1811, Recon Loss: 0.0459, Loss Real 0.6294, Loss Fake 0.4246,          Accuracy 0.7344
====> Epoch 47 : Average loss: 1.1904, AE Loss: 0.0558, Discriminator Loss: 1.1274,         Generator Loss: 1.0072, Recon Loss: 0.0510, Loss Real 0.5306, Loss Fake 0.5968,          Accuracy 0.7188
====> Epoch 48 : Average loss: 1.1941, AE Loss: 0.0531, Discriminator Loss: 1.2130,         Generator Loss: 1.0218, Recon Loss: 0.0482, Loss Real 0.6288, Loss Fake 0.5842,          Accuracy 0.6875
====> Epoch 49 : Average loss: 1.1911, AE Loss: 0.0507, Discriminator Loss: 1.1116,         Generator Loss: 0.9185, Recon Loss: 0.0464, Loss Real 0.5021, Loss Fake 0.6096,          Accuracy 0.6562
====> Epoch 50 : Average loss: 1.1949, AE Loss: 0.0517, Discriminator Loss: 1.1276,         Generator Loss: 1.1014, Recon Loss: 0.0465, Loss Real 0.6290, Loss Fake 0.4986,          Accuracy 0.7344
====> Epoch 51 : Average loss: 1.1897, AE Loss: 0.0540, Discriminator Loss: 1.1247,         Generator Loss: 1.0344, Recon Loss: 0.0490, Loss Real 0.5441, Loss Fake 0.5805,          Accuracy 0.7188
====> Epoch 52 : Average loss: 1.1939, AE Loss: 0.0580, Discriminator Loss: 1.0535,         Generator Loss: 0.9664, Recon Loss: 0.0535, Loss Real 0.4913, Loss Fake 0.5623,          Accuracy 0.8125
====> Epoch 53 : Average loss: 1.1916, AE Loss: 0.0596, Discriminator Loss: 1.0148,         Generator Loss: 1.0961, Recon Loss: 0.0544, Loss Real 0.4728, Loss Fake 0.5420,          Accuracy 0.7812
====> Epoch 54 : Average loss: 1.1911, AE Loss: 0.0515, Discriminator Loss: 1.0678,         Generator Loss: 1.0566, Recon Loss: 0.0464, Loss Real 0.5039, Loss Fake 0.5639,          Accuracy 0.7812
====> Epoch 55 : Average loss: 1.1911, AE Loss: 0.0450, Discriminator Loss: 1.1648,         Generator Loss: 0.9876, Recon Loss: 0.0403, Loss Real 0.5692, Loss Fake 0.5956,          Accuracy 0.6719
====> Epoch 56 : Average loss: 1.1937, AE Loss: 0.0463, Discriminator Loss: 1.0110,         Generator Loss: 1.1692, Recon Loss: 0.0406, Loss Real 0.5542, Loss Fake 0.4569,          Accuracy 0.7500
====> Epoch 57 : Average loss: 1.1910, AE Loss: 0.0454, Discriminator Loss: 1.0927,         Generator Loss: 1.2090, Recon Loss: 0.0395, Loss Real 0.6092, Loss Fake 0.4835,          Accuracy 0.7344
====> Epoch 58 : Average loss: 1.1926, AE Loss: 0.0502, Discriminator Loss: 1.2897,         Generator Loss: 0.9199, Recon Loss: 0.0458, Loss Real 0.6389, Loss Fake 0.6508,          Accuracy 0.5938
====> Epoch 59 : Average loss: 1.1912, AE Loss: 0.0525, Discriminator Loss: 1.1674,         Generator Loss: 1.0062, Recon Loss: 0.0477, Loss Real 0.5990, Loss Fake 0.5684,          Accuracy 0.7812
====> Epoch 60 : Average loss: 1.1889, AE Loss: 0.0547, Discriminator Loss: 1.1144,         Generator Loss: 1.0473, Recon Loss: 0.0497, Loss Real 0.5163, Loss Fake 0.5981,          Accuracy 0.7344
====> Epoch 61 : Average loss: 1.1961, AE Loss: 0.0407, Discriminator Loss: 1.1348,         Generator Loss: 1.2936, Recon Loss: 0.0344, Loss Real 0.7126, Loss Fake 0.4223,          Accuracy 0.6875
====> Epoch 62 : Average loss: 1.1930, AE Loss: 0.0460, Discriminator Loss: 1.1135,         Generator Loss: 0.8634, Recon Loss: 0.0419, Loss Real 0.4284, Loss Fake 0.6851,          Accuracy 0.6875
====> Epoch 63 : Average loss: 1.1916, AE Loss: 0.0493, Discriminator Loss: 1.0296,         Generator Loss: 0.9932, Recon Loss: 0.0445, Loss Real 0.4561, Loss Fake 0.5735,          Accuracy 0.7031
====> Epoch 64 : Average loss: 1.1896, AE Loss: 0.0464, Discriminator Loss: 1.0573,         Generator Loss: 1.0279, Recon Loss: 0.0415, Loss Real 0.4700, Loss Fake 0.5873,          Accuracy 0.7344
====> Epoch 65 : Average loss: 1.1920, AE Loss: 0.0533, Discriminator Loss: 1.1022,         Generator Loss: 0.9198, Recon Loss: 0.0489, Loss Real 0.4956, Loss Fake 0.6066,          Accuracy 0.7031
====> Epoch 66 : Average loss: 1.1925, AE Loss: 0.0452, Discriminator Loss: 1.3295,         Generator Loss: 1.2090, Recon Loss: 0.0394, Loss Real 0.7952, Loss Fake 0.5343,          Accuracy 0.6562
====> Epoch 67 : Average loss: 1.1866, AE Loss: 0.0435, Discriminator Loss: 1.0892,         Generator Loss: 1.0071, Recon Loss: 0.0386, Loss Real 0.4610, Loss Fake 0.6282,          Accuracy 0.6719
====> Epoch 68 : Average loss: 1.1883, AE Loss: 0.0437, Discriminator Loss: 1.0901,         Generator Loss: 1.0362, Recon Loss: 0.0387, Loss Real 0.5443, Loss Fake 0.5459,          Accuracy 0.7656
====> Epoch 69 : Average loss: 1.1902, AE Loss: 0.0487, Discriminator Loss: 1.0305,         Generator Loss: 1.1158, Recon Loss: 0.0433, Loss Real 0.5012, Loss Fake 0.5293,          Accuracy 0.7344
====> Epoch 70 : Average loss: 1.1927, AE Loss: 0.0398, Discriminator Loss: 0.9849,         Generator Loss: 1.0229, Recon Loss: 0.0349, Loss Real 0.4400, Loss Fake 0.5449,          Accuracy 0.7812
====> Epoch 71 : Average loss: 1.1925, AE Loss: 0.0467, Discriminator Loss: 1.1607,         Generator Loss: 1.3277, Recon Loss: 0.0403, Loss Real 0.7590, Loss Fake 0.4017,          Accuracy 0.7188
====> Epoch 72 : Average loss: 1.1917, AE Loss: 0.0567, Discriminator Loss: 1.2336,         Generator Loss: 1.0320, Recon Loss: 0.0518, Loss Real 0.5937, Loss Fake 0.6400,          Accuracy 0.6406
====> Epoch 73 : Average loss: 1.1936, AE Loss: 0.0429, Discriminator Loss: 0.9999,         Generator Loss: 1.1996, Recon Loss: 0.0371, Loss Real 0.5719, Loss Fake 0.4280,          Accuracy 0.7812
====> Epoch 74 : Average loss: 1.1905, AE Loss: 0.0479, Discriminator Loss: 1.2619,         Generator Loss: 0.9303, Recon Loss: 0.0435, Loss Real 0.6010, Loss Fake 0.6609,          Accuracy 0.6406
====> Epoch 75 : Average loss: 1.1942, AE Loss: 0.0499, Discriminator Loss: 1.0451,         Generator Loss: 1.3492, Recon Loss: 0.0434, Loss Real 0.6410, Loss Fake 0.4041,          Accuracy 0.7344
====> Epoch 76 : Average loss: 1.1916, AE Loss: 0.0588, Discriminator Loss: 1.0697,         Generator Loss: 1.0536, Recon Loss: 0.0538, Loss Real 0.5191, Loss Fake 0.5506,          Accuracy 0.7031
====> Epoch 77 : Average loss: 1.1906, AE Loss: 0.0409, Discriminator Loss: 1.1128,         Generator Loss: 0.9893, Recon Loss: 0.0361, Loss Real 0.5940, Loss Fake 0.5188,          Accuracy 0.7656
====> Epoch 78 : Average loss: 1.1893, AE Loss: 0.0516, Discriminator Loss: 1.2864,         Generator Loss: 0.9704, Recon Loss: 0.0470, Loss Real 0.6328, Loss Fake 0.6536,          Accuracy 0.6406
====> Epoch 79 : Average loss: 1.1889, AE Loss: 0.0508, Discriminator Loss: 1.1306,         Generator Loss: 1.0596, Recon Loss: 0.0457, Loss Real 0.5832, Loss Fake 0.5474,          Accuracy 0.7812
====> Epoch 80 : Average loss: 1.1897, AE Loss: 0.0423, Discriminator Loss: 1.3100,         Generator Loss: 1.1455, Recon Loss: 0.0368, Loss Real 0.7970, Loss Fake 0.5130,          Accuracy 0.6719
====> Epoch 81 : Average loss: 1.1898, AE Loss: 0.0391, Discriminator Loss: 1.1468,         Generator Loss: 1.3069, Recon Loss: 0.0327, Loss Real 0.7313, Loss Fake 0.4154,          Accuracy 0.7031
====> Epoch 82 : Average loss: 1.1904, AE Loss: 0.0413, Discriminator Loss: 1.2650,         Generator Loss: 1.0685, Recon Loss: 0.0362, Loss Real 0.6669, Loss Fake 0.5981,          Accuracy 0.6094
====> Epoch 83 : Average loss: 1.1911, AE Loss: 0.0386, Discriminator Loss: 1.3104,         Generator Loss: 0.9653, Recon Loss: 0.0340, Loss Real 0.6853, Loss Fake 0.6251,          Accuracy 0.6406
====> Epoch 84 : Average loss: 1.1911, AE Loss: 0.0502, Discriminator Loss: 1.0340,         Generator Loss: 1.2474, Recon Loss: 0.0442, Loss Real 0.5514, Loss Fake 0.4826,          Accuracy 0.7188
====> Epoch 85 : Average loss: 1.1923, AE Loss: 0.0429, Discriminator Loss: 1.1981,         Generator Loss: 0.9807, Recon Loss: 0.0382, Loss Real 0.5466, Loss Fake 0.6515,          Accuracy 0.6719
====> Epoch 86 : Average loss: 1.1904, AE Loss: 0.0509, Discriminator Loss: 1.2300,         Generator Loss: 1.1748, Recon Loss: 0.0453, Loss Real 0.6912, Loss Fake 0.5388,          Accuracy 0.7188
====> Epoch 87 : Average loss: 1.1877, AE Loss: 0.0477, Discriminator Loss: 1.0629,         Generator Loss: 1.1005, Recon Loss: 0.0424, Loss Real 0.5335, Loss Fake 0.5294,          Accuracy 0.8281
====> Epoch 88 : Average loss: 1.1894, AE Loss: 0.0477, Discriminator Loss: 1.1519,         Generator Loss: 0.9768, Recon Loss: 0.0430, Loss Real 0.4878, Loss Fake 0.6641,          Accuracy 0.7031
====> Epoch 89 : Average loss: 1.1890, AE Loss: 0.0465, Discriminator Loss: 1.0983,         Generator Loss: 1.0118, Recon Loss: 0.0416, Loss Real 0.4824, Loss Fake 0.6158,          Accuracy 0.7188
====> Epoch 90 : Average loss: 1.1880, AE Loss: 0.0419, Discriminator Loss: 1.3258,         Generator Loss: 0.7789, Recon Loss: 0.0382, Loss Real 0.5254, Loss Fake 0.8004,          Accuracy 0.6094
====> Epoch 91 : Average loss: 1.1902, AE Loss: 0.0517, Discriminator Loss: 1.0376,         Generator Loss: 1.1762, Recon Loss: 0.0460, Loss Real 0.5804, Loss Fake 0.4571,          Accuracy 0.7812
====> Epoch 92 : Average loss: 1.1868, AE Loss: 0.0473, Discriminator Loss: 1.0203,         Generator Loss: 1.3037, Recon Loss: 0.0410, Loss Real 0.6501, Loss Fake 0.3703,          Accuracy 0.7969
====> Epoch 93 : Average loss: 1.1936, AE Loss: 0.0521, Discriminator Loss: 1.1938,         Generator Loss: 0.9887, Recon Loss: 0.0474, Loss Real 0.6382, Loss Fake 0.5557,          Accuracy 0.7031
====> Epoch 94 : Average loss: 1.1869, AE Loss: 0.0423, Discriminator Loss: 1.0096,         Generator Loss: 1.1705, Recon Loss: 0.0367, Loss Real 0.5183, Loss Fake 0.4913,          Accuracy 0.7500
====> Epoch 95 : Average loss: 1.1891, AE Loss: 0.0439, Discriminator Loss: 1.2866,         Generator Loss: 0.9972, Recon Loss: 0.0391, Loss Real 0.6096, Loss Fake 0.6769,          Accuracy 0.6562
====> Epoch 96 : Average loss: 1.1933, AE Loss: 0.0569, Discriminator Loss: 1.1541,         Generator Loss: 1.1730, Recon Loss: 0.0513, Loss Real 0.6781, Loss Fake 0.4760,          Accuracy 0.6406
====> Epoch 97 : Average loss: 1.1917, AE Loss: 0.0508, Discriminator Loss: 1.2244,         Generator Loss: 1.1250, Recon Loss: 0.0454, Loss Real 0.7143, Loss Fake 0.5102,          Accuracy 0.7344
====> Epoch 98 : Average loss: 1.1901, AE Loss: 0.0397, Discriminator Loss: 1.1568,         Generator Loss: 0.9540, Recon Loss: 0.0351, Loss Real 0.4905, Loss Fake 0.6664,          Accuracy 0.7344
====> Epoch 99 : Average loss: 1.1894, AE Loss: 0.0436, Discriminator Loss: 1.1790,         Generator Loss: 1.1126, Recon Loss: 0.0382, Loss Real 0.6649, Loss Fake 0.5141,          Accuracy 0.7656
